student_id,minutes_watched,paid_in_q2
2811,2617.23,1
2813,17.35,1
2815,310.57,1
2815,310.57,1
2815,310.57,1
2815,310.57,1
2815,310.57,1
2815,310.57,1
2819,27.05,1
2819,27.05,1
2820,0.32,1
2821,351.25,1
2824,21.97,1
2825,1.17,1
2826,12.22,1
2827,1653.57,1
2830,1254.10,1
2831,40.18,1
2833,2.63,1
2839,290.97,1
2840,1.12,1
2843,19.63,1
2851,502.08,1
2859,798.50,1
2866,1630.58,1
2866,1630.58,1
2866,1630.58,1
2866,1630.58,1
2866,1630.58,1
2866,1630.58,1
2866,1630.58,1
2877,518.52,1
2887,566.50,1
2894,0.75,1
2894,0.75,1
2899,2030.10,1
2911,4.05,1
2917,1045.40,1
2918,601.22,1
2918,601.22,1
2918,601.22,1
2918,601.22,1
2918,601.22,1
2918,601.22,1
2918,601.22,1
2920,11.40,1
2922,433.32,1
2928,2.03,1
2929,639.03,1
2930,265.80,1
2930,265.80,1
2930,265.80,1
2930,265.80,1
2933,45.95,1
2938,1331.20,1
2943,285.52,1
2943,285.52,1
2943,285.52,1
2950,0.13,1
2954,316.00,1
2954,316.00,1
2954,316.00,1
2954,316.00,1
2954,316.00,1
2954,316.00,1
2954,316.00,1
2967,0.43,1
2967,0.43,1
2973,68.68,1
2973,68.68,1
2973,68.68,1
2973,68.68,1
2978,35.23,1
2984,648.25,1
3002,1377.88,1
3011,586.38,1
3016,24.17,1
3016,24.17,1
3016,24.17,1
3016,24.17,1
3016,24.17,1
3016,24.17,1
3017,166.62,1
3022,507.85,1
3030,50.20,1
3031,136.78,1
3034,2.18,1
3034,2.18,1
3048,20.78,1
3050,27.88,1
3062,37.85,1
3070,863.63,1
3070,863.63,1
3074,25.30,1
3075,116.97,1
3080,171.50,1
3082,26.25,1
3090,41.80,1
3092,609.10,1
3099,83.88,1
3107,27.43,1
3112,22.42,1
3115,51.72,1
3130,0.23,1
3130,0.23,1
3138,26.58,1
3146,0.18,1
3146,0.18,1
3146,0.18,1
3146,0.18,1
3146,0.18,1
3147,23.58,1
3147,23.58,1
3148,21.27,1
3148,21.27,1
3148,21.27,1
3148,21.27,1
3148,21.27,1
3148,21.27,1
3148,21.27,1
3148,21.27,1
3148,21.27,1
3148,21.27,1
3148,21.27,1
3161,114.78,1
3162,403.97,1
3182,0.13,1
3187,76.87,1
3188,609.05,1
3199,15.88,1
3213,525.12,1
3215,177.32,1
3219,150.40,1
3221,93.63,1
3221,93.63,1
3221,93.63,1
3239,378.40,1
3248,34.23,1
3248,34.23,1
3266,5.95,1
3272,139.33,1
3286,3.98,1
3286,3.98,1
3288,186.98,1
3291,1379.47,1
3297,64.60,1
3303,443.22,1
3305,308.40,1
3305,308.40,1
3305,308.40,1
3305,308.40,1
3316,0.10,1
3338,795.33,1
3359,279.32,1
3359,279.32,1
3366,188.62,1
3367,101.93,1
3367,101.93,1
3367,101.93,1
3367,101.93,1
3367,101.93,1
3367,101.93,1
3367,101.93,1
3367,101.93,1
3367,101.93,1
3367,101.93,1
3379,0.35,1
3379,0.35,1
3379,0.35,1
3379,0.35,1
3381,54.95,1
3393,10.17,1
3402,13.23,1
3414,0.23,1
3416,0.15,1
3416,0.15,1
3419,1.27,1
3420,469.57,1
3420,469.57,1
3423,454.35,1
3426,17.50,1
3430,1346.00,1
3441,45.70,1
3447,10.10,1
3447,10.10,1
3453,295.82,1
3466,251.70,1
3466,251.70,1
3467,17.23,1
3468,672.30,1
3468,672.30,1
3470,20.23,1
3471,234.40,1
3473,35.80,1
3478,824.17,1
3481,2.97,1
3494,272.07,1
3495,0.08,1
3495,0.08,1
3495,0.08,1
3498,1724.83,1
3512,383.12,1
3513,238.78,1
3513,238.78,1
3524,174.63,1
3538,1083.85,1
3550,167.32,1
3558,155.68,1
3558,155.68,1
3558,155.68,1
3558,155.68,1
3558,155.68,1
3558,155.68,1
3558,155.68,1
3558,155.68,1
3575,253.78,1
3589,0.28,1
3598,33.52,1
3598,33.52,1
3611,67.85,1
3613,1191.22,1
3626,824.05,1
3641,192.55,1
3641,192.55,1
3641,192.55,1
3643,2085.23,1
3647,603.68,1
3659,5.37,1
3661,31.27,1
3663,903.43,1
3675,3.88,1
3679,19.55,1
3681,136.90,1
3685,4.75,1
3687,779.38,1
3688,170.40,1
3691,86.68,1
3691,86.68,1
3698,1650.93,1
3698,1650.93,1
3698,1650.93,1
3698,1650.93,1
3698,1650.93,1
3698,1650.93,1
3700,131.03,1
3702,73.38,1
3704,21.83,1
3707,662.27,1
