student_id,minutes_watched
260334,14.07
260750,75.07
261261,1.05
261583,1.05
261788,0.57
262363,0.17
262566,0.08
262886,1.28
263156,11.68
263438,25.02
263722,0.65
264135,44.82
264194,3.07
264686,10.27
264695,3.42
264810,41.55
264828,89.98
264831,132.08
265037,0.50
265056,14.95
265273,3.62
265362,33.93
265731,1.47
265958,0.42
265969,76.53
266029,9.37
266038,0.68
266065,61.57
266176,1.03
266315,57.48
266397,6.92
266447,73.28
266481,8.07
266795,3.12
266814,0.07
266829,29.37
266924,0.93
266945,4.08
266986,0.22
267007,34.38
267138,0.70
267154,6.47
267206,0.52
267226,9.07
267240,2.80
267293,48.62
267516,1.65
267661,14.27
267816,0.72
267842,5.52
267875,2.98
267880,34.95
267937,17.62
268033,4.63
268061,4.25
268300,8.80
268315,0.08
268359,19.83
268444,136.63
268620,51.07
268639,2.10
268654,1.52
268669,0.60
268678,66.57
268701,2.88
268734,0.83
268761,5.52
268820,12.18
268916,11.10
268960,1.45
268985,1491.07
269023,46.83
269028,26.18
269099,5.32
269109,1.20
269135,39.80
269143,18.48
269169,13.30
269178,41.73
269179,37.87
269180,0.25
269186,141.85
269209,39.53
269214,0.95
269215,0.20
269216,3.00
269218,45.12
269231,2.25
269238,1.53
269241,0.37
269266,40.27
269270,43.32
269272,23.18
269278,2.27
269280,2.87
269282,44.65
269312,17.20
269340,29.93
269344,148.33
269370,2.73
269373,10.75
269378,0.38
269400,13.72
269435,42.33
269438,0.05
269455,0.15
269486,6.65
269511,11.92
269522,42.40
269537,1.47
269547,0.27
269553,45.15
269559,34.53
269583,56.90
269591,0.72
269593,60.98
269607,21.23
269615,1.60
269623,19.52
269625,67.53
269626,2.70
269634,3.98
269638,29.82
269660,2.25
269663,0.07
269674,5.70
269676,18.72
269709,1.12
269711,95.55
269712,5.87
269716,111.78
269729,4.07
269747,39.12
269748,0.07
269757,166.93
269758,20.70
269761,10.38
269772,44.38
269773,7.05
269784,10.70
269786,0.05
269793,3.52
269805,3.37
269816,3.23
269827,87.55
269852,2.52
269853,3.62
269869,0.47
269879,5.12
269887,0.15
269895,27.67
269912,0.32
269914,51.08
269945,6.13
269947,0.35
269951,0.32
269957,0.83
269966,65.37
269971,2.02
269988,5.73
270004,16.18
270013,1.95
270016,0.40
270032,19.92
270035,0.17
270045,22.17
270052,0.47
270088,0.47
270108,2.55
270111,5.95
270132,0.20
270152,0.47
270162,8.27
270173,2.87
270181,0.42
270186,7.25
270193,214.65
270216,7.87
270220,161.15
270226,0.42
270253,10.10
270268,0.05
270278,34.05
270283,0.13
270284,0.10
270301,1.05
270302,36.05
270350,6.63
270353,0.22
270356,28.58
270364,42.55
270366,0.55
270384,40.73
270395,43.37
270407,35.92
270414,87.10
270418,2.85
270426,37.77
270467,42.15
270472,5.12
270491,8.80
270493,1.38
270496,81.78
270511,0.52
270514,8.38
270525,0.50
270527,0.37
270534,0.48
270554,10.62
270559,0.30
270570,1.13
270575,6.80
270579,0.12
270581,0.37
270583,0.13
270592,5.47
270597,10.68
270600,1.10
270611,0.33
270615,8.45
270643,0.08
270646,6.57
270666,0.80
270679,11.30
270681,3.95
270690,6.75
270718,3.77
270722,15.10
270736,0.98
270771,13.12
270776,0.22
270787,84.50
270792,1.17
270797,15.17
270799,35.47
270812,2.38
270817,4.45
270820,0.93
270855,39.65
270862,16.27
270865,32.40
270870,0.15
270900,18.43
270919,6.52
270922,6.90
270926,4.75
270927,43.87
270937,19.43
270964,42.60
270979,6.08
270980,0.32
270991,0.37
270996,11.82
271022,7.93
271056,3.23
271061,1.68
271068,18.63
271072,5.03
271101,127.65
271104,1.20
271119,44.45
271144,51.72
271145,1.20
271146,6.18
271152,0.42
271170,23.10
271201,0.12
271217,18.88
271237,24.90
271244,3.03
271255,7.20
271259,1.72
271265,9.87
271280,55.42
271283,38.05
271286,38.22
271291,39.53
271293,57.17
271303,1.22
271307,11.17
271315,4.50
271330,6.07
271335,54.30
271346,0.73
271350,0.05
271353,41.47
271354,6.55
271362,0.12
271363,54.93
271365,21.82
271379,0.43
271391,1.17
271407,36.02
271409,0.05
271416,30.58
271432,56.90
271434,116.37
271441,39.75
271445,7.08
271456,0.55
271520,13.37
271529,0.08
271538,29.23
271540,38.35
271548,64.35
271555,2.32
271580,0.58
271594,91.45
271598,101.00
271600,6.67
271607,1.87
271610,0.77
271618,103.45
271633,0.32
271642,0.75
271643,20.28
271645,0.05
271668,0.27
271673,15.67
271679,7.08
271680,17.80
271681,4.45
271682,266.67
271684,0.82
271687,173.88
271688,16.62
271691,5.73
271711,51.37
271726,2.87
271818,0.85
271819,1.67
271828,27.92
271841,0.78
271842,10.42
271855,2.93
271869,20.62
271874,1.02
271876,5.02
271883,135.18
271884,45.07
271886,0.05
271913,32.77
271914,55.83
271919,3.60
271926,2.05
271930,13.25
271933,18.82
271935,86.97
271943,0.37
271962,4.32
271993,2.28
271998,0.15
272049,0.05
272054,45.63
272055,36.02
272075,0.25
272089,11.07
272096,26.90
272097,7.38
272122,37.68
272123,9.68
272124,51.90
272129,1.25
272147,21.42
272149,1.45
272155,67.80
272167,3.65
272172,1.60
272179,0.15
272181,12.90
272188,0.50
272206,0.87
272217,0.42
272219,8.33
272233,1.88
272236,18.58
272250,0.17
272252,20.35
272253,1.42
272258,113.67
272291,53.17
272292,12.58
272304,0.08
272305,11.08
272326,4.75
272333,5.40
272338,25.18
272340,46.43
272345,7.03
272347,0.55
272363,30.27
272375,6.57
272381,0.20
272389,16.37
272399,32.13
272404,11.07
272434,40.47
272435,9.50
272440,12.67
272443,20.88
272453,17.22
272460,3.73
272465,1.63
272471,46.53
272473,10.30
272521,0.12
272528,32.02
272533,0.22
272546,2.22
272572,22.80
272577,57.50
272582,13.82
272584,6.90
272593,0.40
272604,49.98
272608,39.70
272610,2.22
272626,105.30
272629,0.62
272633,45.52
272644,20.03
272652,0.47
272655,38.45
272664,15.85
272668,0.05
272669,43.70
272678,0.10
272693,46.20
272712,4.63
272720,2.63
272725,22.62
272727,365.98
272729,23.93
272735,1.58
272744,0.03
272775,6.57
272784,66.28
272789,17.53
272794,2.95
272805,0.33
272827,0.68
272834,0.18
272837,43.58
272840,9.73
272852,0.95
272860,20.67
272882,327.03
272895,4.28
272905,330.28
272935,0.53
272950,0.57
272952,2.17
272981,19.00
273013,0.42
273022,3.90
273026,4.93
273033,0.72
273040,11.07
273041,1.03
273048,0.53
273069,109.58
273071,0.65
273083,60.57
273113,7.23
273118,19.40
273121,126.92
273142,2.17
273149,18.57
273150,25.80
273152,7.02
273163,4.57
273168,9.13
273179,46.03
273186,77.55
273192,0.40
273201,2.27
273204,1.08
273212,0.73
273224,49.73
273230,9.48
273232,14.38
273240,5.93
273242,6.20
273250,4.12
273260,27.30
273261,41.48
273264,190.53
273272,49.60
273273,106.90
273278,5.05
273280,4.60
273290,54.52
273293,49.68
273298,3.13
273300,4.53
273307,31.75
273313,8.33
273340,13.32
273344,1.02
273351,18.38
273385,0.05
273397,72.23
273428,1.32
273442,41.33
273446,1.02
273467,4.05
273469,1.02
273473,51.80
273476,1.42
273480,0.60
273489,3.55
273492,3.12
273502,1.40
273509,0.65
273525,4.17
273534,21.77
273557,3.73
273566,19.50
273587,35.12
273592,0.05
273598,0.55
273607,44.55
273608,6.55
273619,1.00
273620,7.43
273624,0.05
273626,10.78
273641,0.53
273646,1.73
273653,0.25
273694,0.10
273712,7.67
273715,3.53
273720,89.10
273721,57.38
273724,17.28
273768,3.25
273773,67.38
273775,47.42
273780,0.23
273797,3.57
273798,1.42
273816,0.58
273869,20.03
273891,1.87
273893,0.18
273908,6.48
273924,19.05
273942,22.85
273947,0.92
273971,51.47
273979,4.73
273995,44.38
273998,1.65
274002,4.08
274028,2.55
274035,19.02
274036,0.65
274045,0.72
274060,82.45
274081,25.55
274085,18.67
274086,5.88
274089,7.72
274099,7.72
274143,1.20
274152,47.92
274169,9.10
274171,1.83
274176,1.97
274182,38.13
274192,54.30
274194,24.73
274211,4.93
274222,3.92
274261,67.32
274271,0.08
274275,7.78
274283,4.63
274286,11.40
274316,0.07
274318,5.52
274331,9.22
274334,0.05
274340,98.57
274376,0.08
274392,31.22
274408,2.97
274415,0.07
274432,29.02
274444,2.08
274450,0.35
274458,30.22
274462,88.33
274464,147.27
274465,11.88
274469,43.33
274472,45.82
274476,7.00
274479,22.47
274495,31.88
274519,0.28
274530,14.07
274545,72.77
274547,102.15
274555,7.75
274563,1.50
274574,1.23
274584,7.67
274587,28.73
274591,1.23
274602,68.13
274613,0.67
