student_id,minutes_watched,paid_in_q2
2014,114.67,1
2018,161.70,1
2019,0.53,1
2022,94.05,1
2055,20.12,1
2055,20.12,1
2055,20.12,1
2060,22.50,1
2070,128.38,1
2073,467.53,1
2073,467.53,1
2084,89.40,1
2091,397.03,1
2091,397.03,1
2110,4.32,1
2112,876.17,1
2114,78.18,1
2114,78.18,1
2185,64.43,1
2188,11.88,1
2195,29.30,1
2217,11.57,1
2218,50.63,1
2222,2.45,1
2236,9.12,1
2236,9.12,1
2248,382.25,1
2255,244.17,1
2258,7.85,1
2266,10.27,1
2266,10.27,1
2274,3.72,1
2274,3.72,1
2284,2.22,1
2284,2.22,1
2292,43.68,1
2295,40.02,1
2324,8.58,1
2359,0.15,1
2377,36.10,1
2377,36.10,1
2385,10.58,1
2398,368.53,1
2409,57.35,1
2409,57.35,1
2417,13.13,1
2417,13.13,1
2431,0.85,1
2495,125.35,1
2506,14.18,1
2534,0.70,1
2546,384.00,1
2546,384.00,1
2555,665.93,1
2591,89.68,1
2591,89.68,1
2591,89.68,1
2620,16.07,1
2629,1.55,1
2629,1.55,1
2629,1.55,1
2636,112.00,1
2636,112.00,1
2663,15.28,1
2688,70.63,1
2688,70.63,1
2702,0.45,1
2702,0.45,1
2702,0.45,1
2702,0.45,1
2723,75.08,1
2725,125.75,1
2734,202.70,1
2734,202.70,1
2734,202.70,1
2734,202.70,1
2734,202.70,1
2734,202.70,1
2737,680.57,1
2764,2.67,1
2764,2.67,1
2764,2.67,1
2764,2.67,1
2764,2.67,1
2764,2.67,1
2764,2.67,1
2764,2.67,1
2764,2.67,1
2811,575.72,1
2824,18.72,1
2851,401.57,1
2863,2.58,1
2866,6.48,1
2866,6.48,1
2866,6.48,1
2866,6.48,1
2866,6.48,1
2866,6.48,1
2866,6.48,1
2881,1.20,1
2887,4.08,1
2925,15.30,1
2938,113.58,1
2945,54.92,1
2945,54.92,1
2954,163.12,1
2954,163.12,1
2954,163.12,1
2954,163.12,1
2954,163.12,1
2954,163.12,1
2973,3.28,1
2973,3.28,1
2973,3.28,1
2973,3.28,1
2978,199.37,1
2984,367.02,1
2986,520.97,1
3056,1.78,1
3062,4.38,1
3070,542.95,1
3070,542.95,1
3074,1.12,1
3080,77.47,1
3115,21.03,1
3146,0.35,1
3146,0.35,1
3146,0.35,1
3146,0.35,1
3146,0.35,1
3188,35.15,1
3195,354.33,1
3219,163.95,1
3239,1957.18,1
3256,360.45,1
3256,360.45,1
3256,360.45,1
3292,57.95,1
3297,3.38,1
3338,209.25,1
3366,0.57,1
3406,16.73,1
3420,78.92,1
3420,78.92,1
3423,627.78,1
3478,0.60,1
3481,30.58,1
3511,7.48,1
3522,1.37,1
3524,58.78,1
3577,329.90,1
3598,133.90,1
3598,133.90,1
3631,6.78,1
3631,6.78,1
3643,559.30,1
3652,20.87,1
3774,728.30,1
3780,141.03,1
3780,141.03,1
3799,177.07,1
3817,1140.03,1
3852,5.00,1
3856,248.58,1
3916,61.57,1
3916,61.57,1
3943,163.82,1
3982,0.05,1
3984,30.33,1
3985,0.12,1
3987,0.90,1
4011,54.98,1
4019,57.50,1
4019,57.50,1
4035,26.28,1
4035,26.28,1
4055,221.25,1
4059,163.53,1
4059,163.53,1
4059,163.53,1
4078,0.90,1
4080,813.48,1
4112,47.85,1
4162,16.17,1
4162,16.17,1
4186,41.82,1
4194,30.23,1
4231,59.12,1
4266,121.10,1
4298,3.77,1
4298,3.77,1
4320,33.72,1
4320,33.72,1
4337,10.47,1
4371,63.57,1
4376,41.03,1
4384,0.08,1
4404,185.35,1
4435,1.37,1
4439,0.37,1
4537,305.28,1
4537,305.28,1
4537,305.28,1
4558,163.42,1
4558,163.42,1
4566,4.18,1
4595,809.45,1
4595,809.45,1
4629,234.48,1
4629,234.48,1
4640,292.98,1
4685,366.12,1
4685,366.12,1
4698,18.33,1
4698,18.33,1
4698,18.33,1
4723,596.73,1
4739,2504.52,1
4739,2504.52,1
4739,2504.52,1
4778,36.95,1
4784,296.60,1
4795,12.82,1
4801,1.40,1
4829,137.68,1
4872,242.52,1
4874,2412.55,1
4884,33.27,1
4907,4.62,1
5010,617.93,1
5018,31.50,1
5058,1.27,1
5064,419.67,1
5076,5.58,1
5080,551.50,1
5109,3.72,1
5111,34.85,1
5143,43.40,1
5212,195.27,1
5212,195.27,1
5221,23.65,1
5321,1966.65,1
5323,167.88,1
5340,224.70,1
5340,224.70,1
5389,46.50,1
5427,12.93,1
5427,12.93,1
5427,12.93,1
5427,12.93,1
5427,12.93,1
5427,12.93,1
5427,12.93,1
5427,12.93,1
5427,12.93,1
5427,12.93,1
5427,12.93,1
5515,6.98,1
5567,0.45,1
5579,2.08,1
5579,2.08,1
5683,20.30,1
5683,20.30,1
5683,20.30,1
5683,20.30,1
5704,0.10,1
5774,249.22,1
5836,643.53,1
5836,643.53,1
5884,99.28,1
5974,0.33,1
5974,0.33,1
5974,0.33,1
5974,0.33,1
6011,13.85,1
6053,986.13,1
6070,5.78,1
6096,21.10,1
6110,19.62,1
6159,253.15,1
6164,184.83,1
6164,184.83,1
6165,45.20,1
6174,5.67,1
6174,5.67,1
6174,5.67,1
6174,5.67,1
6278,1206.45,1
6278,1206.45,1
6408,267.65,1
6408,267.65,1
6408,267.65,1
6408,267.65,1
6408,267.65,1
6408,267.65,1
6408,267.65,1
6408,267.65,1
6408,267.65,1
6505,44.03,1
6559,461.32,1
6560,0.47,1
6560,0.47,1
6589,176.02,1
6589,176.02,1
6618,123.22,1
6787,315.15,1
6801,22.25,1
6819,28.13,1
6862,224.52,1
6885,509.80,1
6890,62.30,1
6899,13.85,1
6950,879.05,1
6971,44.85,1
7008,1.38,1
7013,5.88,1
7037,2.20,1
7037,2.20,1
7069,17.90,1
7086,250.00,1
7163,537.53,1
7178,20.25,1
7178,20.25,1
7179,4.77,1
7179,4.77,1
7224,78.63,1
7244,19.22,1
7282,6.72,1
7294,21.20,1
7294,21.20,1
7358,9.30,1
7358,9.30,1
7382,49.62,1
7412,61.20,1
7439,2131.42,1
7474,2.72,1
7475,96.22,1
7495,57.15,1
7495,57.15,1
7524,36.52,1
7540,325.05,1
7540,325.05,1
7548,43.18,1
7548,43.18,1
7612,7.42,1
7620,41.42,1
7790,1.38,1
7873,187.07,1
7975,506.97,1
8018,432.53,1
8030,26.03,1
8059,114.10,1
8059,114.10,1
8059,114.10,1
8059,114.10,1
8059,114.10,1
8059,114.10,1
8059,114.10,1
8059,114.10,1
8059,114.10,1
8059,114.10,1
8059,114.10,1
8095,79.65,1
8133,164.42,1
8156,8.92,1
8223,12.22,1
8412,44.73,1
8425,7.87,1
8425,7.87,1
8425,7.87,1
8425,7.87,1
8425,7.87,1
8425,7.87,1
8425,7.87,1
8452,64.55,1
8452,64.55,1
8495,312.52,1
8544,352.65,1
8544,352.65,1
8594,1450.45,1
8600,18.47,1
8600,18.47,1
8641,85.40,1
8754,249.37,1
8754,249.37,1
8835,257.18,1
8840,417.13,1
8840,417.13,1
8954,7.38,1
9098,4.62,1
9098,4.62,1
9101,1.02,1
9101,1.02,1
9107,496.02,1
9107,496.02,1
9108,2.17,1
9108,2.17,1
9178,268.60,1
9188,11.93,1
9305,174.73,1
9372,301.92,1
9409,791.60,1
9754,684.80,1
9808,147.12,1
9808,147.12,1
9808,147.12,1
9808,147.12,1
10131,76.15,1
10131,76.15,1
10131,76.15,1
10218,0.08,1
10218,0.08,1
10218,0.08,1
10218,0.08,1
10218,0.08,1
10218,0.08,1
10218,0.08,1
10218,0.08,1
10299,209.98,1
10390,1.05,1
10422,871.98,1
10685,74.87,1
10690,83.77,1
10938,7.27,1
11124,50.77,1
11124,50.77,1
11215,41.48,1
11215,41.48,1
11325,10.42,1
11325,10.42,1
11325,10.42,1
11325,10.42,1
11325,10.42,1
11325,10.42,1
11402,0.12,1
11402,0.12,1
11402,0.12,1
11402,0.12,1
11402,0.12,1
11402,0.12,1
11402,0.12,1
11504,0.45,1
11711,19.85,1
11711,19.85,1
11793,10.48,1
11800,32.62,1
11800,32.62,1
11808,36.42,1
11996,0.10,1
11996,0.10,1
12279,200.92,1
12284,423.00,1
12284,423.00,1
12284,423.00,1
12284,423.00,1
12330,71.55,1
12530,4.55,1
12532,481.90,1
12704,12.58,1
12704,12.58,1
12816,31.72,1
12820,116.70,1
13114,18.50,1
13132,34.10,1
13132,34.10,1
13132,34.10,1
13132,34.10,1
13180,107.43,1
13538,140.22,1
13620,143.87,1
14217,0.77,1
14463,11.55,1
14633,2.87,1
14649,51.07,1
14649,51.07,1
14700,1325.42,1
14765,1.37,1
14765,1.37,1
14765,1.37,1
14765,1.37,1
14905,67.33,1
15334,19.90,1
15334,19.90,1
15345,0.05,1
15345,0.05,1
15472,240.02,1
15743,87.13,1
16052,58.65,1
16414,55.33,1
16414,55.33,1
16832,10.72,1
16832,10.72,1
17419,702.63,1
17419,702.63,1
17613,223.83,1
17859,16.10,1
17859,16.10,1
17859,16.10,1
17859,16.10,1
18314,2.10,1
21449,168.62,1
23287,0.47,1
23727,245.12,1
23727,245.12,1
24006,27.63,1
24006,27.63,1
24006,27.63,1
24006,27.63,1
24006,27.63,1
24006,27.63,1
24006,27.63,1
24006,27.63,1
24006,27.63,1
24006,27.63,1
24006,27.63,1
24423,236.05,1
24423,236.05,1
24924,53.62,1
25494,33.18,1
25494,33.18,1
25494,33.18,1
25521,5.82,1
25521,5.82,1
27104,187.67,1
27104,187.67,1
32560,5.20,1
32560,5.20,1
37017,2.60,1
37860,752.55,1
44291,24.58,1
44965,319.33,1
62735,32.80,1
70008,33.35,1
75080,6.62,1
115084,1.13,1
136313,1.20,1
136313,1.20,1
142411,22.17,1
142965,12.48,1
143026,40.60,1
143148,40.77,1
143216,144.10,1
143392,27.02,1
143407,38.52,1
143454,9.42,1
143454,9.42,1
143561,1767.37,1
143599,37.27,1
143701,647.45,1
143701,647.45,1
143701,647.45,1
143799,4.87,1
143992,2.30,1
144164,410.90,1
144239,96.67,1
144239,96.67,1
144239,96.67,1
144273,10.12,1
144348,473.50,1
144378,62.87,1
144390,0.92,1
144467,5.82,1
144599,4.57,1
144627,75.65,1
144788,1082.07,1
144869,178.45,1
144900,75.07,1
144900,75.07,1
144912,64.50,1
144912,64.50,1
145013,425.27,1
145091,509.28,1
145310,36.43,1
145310,36.43,1
145310,36.43,1
145484,138.58,1
145484,138.58,1
145681,1005.23,1
145813,85.40,1
145873,64.13,1
145905,49.47,1
145944,36.70,1
146021,0.80,1
146030,151.27,1
146224,44.45,1
146397,0.87,1
146397,0.87,1
146427,50.70,1
146551,33.60,1
146625,9.10,1
146801,0.40,1
146855,366.48,1
146888,13.13,1
146891,80.82,1
146908,37.63,1
146957,83.03,1
146977,27.87,1
147005,262.35,1
147005,262.35,1
147044,4.20,1
147045,109.18,1
147061,77.25,1
147062,0.22,1
147076,77.57,1
147087,872.43,1
147132,357.92,1
147143,125.08,1
147146,123.22,1
147197,15.32,1
147231,110.00,1
147291,4.45,1
147444,12.82,1
147446,52.45,1
147448,111.52,1
147473,29.33,1
147542,124.83,1
147604,461.22,1
147618,183.37,1
147643,6.28,1
147732,0.07,1
147884,13.80,1
147906,15.45,1
147906,15.45,1
148109,7.48,1
148222,113.95,1
148257,14.48,1
148346,210.45,1
148467,142.62,1
148577,22.67,1
148643,97.82,1
148786,0.38,1
148825,1100.72,1
148886,185.38,1
148901,29.45,1
148927,110.08,1
149023,14.92,1
149038,6.37,1
149131,12.13,1
149195,1474.87,1
149218,9.18,1
149361,2.00,1
149584,2.62,1
149591,7.62,1
149849,133.58,1
149960,47.88,1
150265,556.22,1
31,174.20,1
182,2018.87,1
235,312.22,1
616,116.02,1
699,222.35,1
838,348.28,1
841,324.75,1
908,0.92,1
911,39.35,1
917,5.67,1
988,144.78,1
999,384.22,1
999,384.22,1
999,384.22,1
999,384.22,1
999,384.22,1
999,384.22,1
999,384.22,1
999,384.22,1
999,384.22,1
999,384.22,1
999,384.22,1
999,384.22,1
1016,20.15,1
1019,56.50,1
1036,221.62,1
1046,1406.38,1
1085,82.97,1
1102,271.30,1
1183,46.82,1
1188,13.02,1
1200,329.40,1
1201,7.67,1
1215,3.03,1
1215,3.03,1
1221,227.30,1
1235,35.98,1
1246,528.57,1
1271,3.05,1
1306,735.68,1
1308,0.35,1
1317,21.27,1
1355,18.07,1
1362,13.52,1
1395,98.58,1
1404,29.73,1
1419,63.52,1
1419,63.52,1
1419,63.52,1
1419,63.52,1
1426,17.78,1
1436,0.23,1
1436,0.23,1
1517,70.35,1
1521,776.92,1
1522,125.88,1
1530,4.73,1
1537,19.82,1
1538,1.70,1
1539,0.88,1
1540,675.60,1
1543,9.28,1
1543,9.28,1
1563,5.27,1
1567,365.37,1
1581,285.95,1
1605,25.00,1
1619,1490.73,1
1641,1.87,1
1652,1032.87,1
1661,5.18,1
1669,52.38,1
1678,92.92,1
1742,264.88,1
1753,55.77,1
1754,516.18,1
1778,397.37,1
1780,0.65,1
1794,115.52,1
1852,218.23,1
1863,38.17,1
1866,0.08,1
1880,719.03,1
1883,2.67,1
1914,20.50,1
1923,0.55,1
1950,17.02,1
1977,748.12,1
2003,935.67,1
2014,114.67,1
2018,161.70,1
2018,161.70,1
2019,0.53,1
2070,128.38,1
2073,467.53,1
2110,4.32,1
2112,876.17,1
2185,64.43,1
2195,29.30,1
2217,11.57,1
2218,50.63,1
2236,9.12,1
2248,382.25,1
2255,244.17,1
2258,7.85,1
2274,3.72,1
2292,43.68,1
2295,40.02,1
2324,8.58,1
2324,8.58,1
2359,0.15,1
2377,36.10,1
2398,368.53,1
2417,13.13,1
2431,0.85,1
2495,125.35,1
2506,14.18,1
2534,0.70,1
2546,384.00,1
2555,665.93,1
2591,89.68,1
2591,89.68,1
2591,89.68,1
2620,16.07,1
2636,112.00,1
2663,15.28,1
2702,0.45,1
2702,0.45,1
2702,0.45,1
2702,0.45,1
2702,0.45,1
2702,0.45,1
2702,0.45,1
2702,0.45,1
2702,0.45,1
2702,0.45,1
2702,0.45,1
2702,0.45,1
2725,125.75,1
2731,468.67,1
2731,468.67,1
2734,202.70,1
2734,202.70,1
2734,202.70,1
2734,202.70,1
2734,202.70,1
2734,202.70,1
2734,202.70,1
2734,202.70,1
2734,202.70,1
2734,202.70,1
2734,202.70,1
2734,202.70,1
2737,680.57,1
2764,2.67,1
2764,2.67,1
2764,2.67,1
2764,2.67,1
2824,18.72,1
2851,401.57,1
2866,6.48,1
2866,6.48,1
2887,4.08,1
2925,15.30,1
2945,54.92,1
2954,163.12,1
2954,163.12,1
2973,3.28,1
2973,3.28,1
2973,3.28,1
2973,3.28,1
2973,3.28,1
2973,3.28,1
2973,3.28,1
2973,3.28,1
2973,3.28,1
2973,3.28,1
2973,3.28,1
2973,3.28,1
2978,199.37,1
2984,367.02,1
2984,367.02,1
3056,1.78,1
3062,4.38,1
3070,542.95,1
3080,77.47,1
3115,21.03,1
3146,0.35,1
3183,147.55,1
3188,35.15,1
3195,354.33,1
3219,163.95,1
3239,1957.18,1
3256,360.45,1
3297,3.38,1
3297,3.38,1
3338,209.25,1
3406,16.73,1
3420,78.92,1
3423,627.78,1
3478,0.60,1
3481,30.58,1
3511,7.48,1
3524,58.78,1
3577,329.90,1
3598,133.90,1
3631,6.78,1
3652,20.87,1
3751,860.05,1
3799,177.07,1
3817,1140.03,1
3852,5.00,1
3856,248.58,1
3916,61.57,1
