purchase_id,student_id,plan_id,date_start,date_end,date_refunded
613,8863,2,2020-04-16,2021-04-16,NULL
614,1482,2,2020-04-16,2021-04-16,NULL
615,31760,2,2020-04-16,2021-04-16,NULL
616,31071,0,2020-04-16,2020-05-16,NULL
617,26831,0,2020-04-16,2020-05-16,NULL
618,28237,0,2020-04-16,2020-05-16,NULL
619,39829,2,2020-04-16,2021-04-16,NULL
620,11510,0,2020-04-16,2020-05-16,NULL
621,2636,2,2020-04-16,2021-04-16,NULL
622,12241,2,2020-04-16,2021-04-16,NULL
623,42126,0,2020-04-16,2020-05-16,NULL
624,26806,0,2020-04-16,2020-05-16,NULL
625,6155,2,2020-04-16,2021-04-16,NULL
626,23162,2,2020-04-16,2021-04-16,NULL
627,5838,2,2020-04-16,2021-04-16,NULL
628,26922,2,2020-04-16,2021-04-16,NULL
629,10504,2,2020-04-16,2021-04-16,NULL
631,7976,2,2020-04-16,2021-04-16,NULL
632,5993,2,2020-04-16,2021-04-16,NULL
633,7449,2,2020-04-16,2021-04-16,NULL
634,60729,2,2020-04-16,2021-04-16,NULL
635,79353,2,2020-04-16,2021-04-16,NULL
636,26949,0,2020-04-16,2020-05-16,NULL
637,1361,0,2020-04-16,2020-05-16,NULL
638,2236,2,2020-04-16,2021-04-16,NULL
639,18810,0,2020-04-16,2020-05-16,NULL
640,5405,2,2020-04-16,2021-04-16,NULL
641,1913,2,2020-04-16,2021-04-16,NULL
642,2002,2,2020-04-16,2021-04-16,NULL
643,2962,2,2020-04-16,2021-04-16,NULL
644,10489,2,2020-04-16,2021-04-16,NULL
645,1784,2,2020-04-16,2021-04-16,NULL
646,41613,2,2020-04-16,2021-04-16,NULL
647,11800,2,2020-04-16,2021-04-16,NULL
648,2894,2,2020-04-16,2021-04-16,NULL
649,2641,2,2020-04-16,2021-04-16,NULL
650,24606,0,2020-04-16,2020-05-16,NULL
651,26434,0,2020-04-16,2020-05-16,NULL
652,3016,0,2020-04-16,2020-05-16,NULL
653,9110,2,2020-04-16,2021-04-16,NULL
654,20635,2,2020-04-16,2021-04-16,NULL
655,11365,2,2020-04-16,2021-04-16,NULL
656,41462,2,2020-04-16,2021-04-16,NULL
657,36981,0,2020-04-16,2020-05-16,NULL
658,11128,2,2020-04-16,2021-04-16,NULL
659,41451,2,2020-04-16,2021-04-16,NULL
660,9036,2,2020-04-16,2021-04-16,NULL
661,1888,2,2020-04-16,2021-04-16,NULL
662,1599,2,2020-04-16,2021-04-16,NULL
663,10938,2,2020-04-16,2021-04-16,NULL
664,16566,0,2020-04-16,2020-05-16,NULL
665,21205,0,2020-04-16,2020-05-16,NULL
666,41358,2,2020-04-16,2021-04-16,NULL
667,1597,2,2020-04-16,2021-04-16,NULL
668,3496,2,2020-04-16,2021-04-16,NULL
669,23096,0,2020-04-16,2020-05-16,NULL
670,16646,0,2020-04-16,2020-05-16,NULL
671,14549,2,2020-04-16,2021-04-16,NULL
672,9428,0,2020-04-16,2020-05-16,NULL
673,26497,0,2020-04-16,2020-05-16,NULL
674,1141,2,2020-04-16,2021-04-16,NULL
675,10555,0,2020-04-16,2020-05-16,NULL
676,33269,2,2020-04-16,2021-04-16,NULL
678,32294,2,2020-04-16,2021-04-16,NULL
679,18302,2,2020-04-16,2021-04-16,NULL
680,967,2,2020-04-16,2021-04-16,NULL
681,7912,2,2020-04-16,2021-04-16,NULL
682,971,2,2020-04-16,2021-04-16,NULL
683,11793,2,2020-04-16,2021-04-16,NULL
684,2297,2,2020-04-16,2021-04-16,NULL
685,41052,0,2020-04-16,2020-05-16,NULL
687,3420,2,2020-04-16,2021-04-16,NULL
688,4837,0,2020-04-16,2020-05-16,NULL
689,2242,2,2020-04-16,2021-04-16,NULL
690,9988,2,2020-04-16,2021-04-16,NULL
691,99177,2,2020-04-16,2021-04-16,NULL
693,11327,2,2020-04-16,2021-04-16,NULL
694,6696,2,2020-04-16,2021-04-16,NULL
695,40943,2,2020-04-16,2021-04-16,NULL
696,35943,2,2020-04-16,2021-04-16,NULL
697,40889,0,2020-04-16,2020-05-16,NULL
698,2284,2,2020-04-16,2021-04-16,NULL
699,40865,2,2020-04-16,2021-04-16,NULL
700,1280,2,2020-04-16,2021-04-16,NULL
701,6952,2,2020-04-16,2021-04-16,NULL
702,5450,2,2020-04-16,2021-04-16,NULL
703,3897,2,2020-04-16,2021-04-16,NULL
704,3483,2,2020-04-16,2021-04-16,NULL
705,4606,2,2020-04-16,2021-04-16,NULL
706,25408,2,2020-04-16,2021-04-16,NULL
707,16716,0,2020-04-16,2020-05-16,NULL
708,17524,2,2020-04-16,2021-04-16,NULL
709,15635,0,2020-04-16,2020-05-16,NULL
710,22288,2,2020-04-17,2021-04-17,NULL
711,23487,0,2020-04-17,2020-05-17,NULL
712,3086,2,2020-04-17,2021-04-17,NULL
713,21615,0,2020-04-17,2020-05-17,NULL
714,29273,2,2020-04-17,2021-04-17,NULL
715,35160,2,2020-04-17,2021-04-17,NULL
716,27098,2,2020-04-17,2021-04-17,NULL
717,69139,2,2020-04-17,2021-04-17,NULL
718,18770,2,2020-04-17,2021-04-17,NULL
719,9061,2,2020-04-17,2021-04-17,NULL
721,63171,2,2020-04-17,2021-04-17,NULL
722,31110,0,2020-04-17,2020-05-17,NULL
723,2243,2,2020-04-17,2021-04-17,NULL
724,17678,2,2020-04-17,2021-04-17,NULL
725,1897,2,2020-04-17,2021-04-17,NULL
726,2300,2,2020-04-17,2021-04-17,NULL
727,100885,0,2020-04-17,2020-05-17,NULL
728,32002,0,2020-04-17,2020-05-17,NULL
729,2855,2,2020-04-17,2021-04-17,NULL
730,3753,0,2020-04-17,2020-05-17,NULL
731,4629,2,2020-04-17,2021-04-17,NULL
732,31880,0,2020-04-17,2020-05-17,NULL
733,35416,0,2020-04-17,2020-05-17,NULL
734,18816,0,2020-04-17,2020-05-17,NULL
735,134841,0,2020-04-17,2020-05-17,NULL
736,1636,2,2020-04-17,2021-04-17,NULL
737,19410,0,2020-04-17,2020-05-17,NULL
738,3874,2,2020-04-17,2021-04-17,NULL
739,20590,0,2020-04-17,2020-05-17,NULL
740,56674,2,2020-04-17,2021-04-17,NULL
741,3320,2,2020-04-17,2021-04-17,NULL
742,39426,2,2020-04-17,2021-04-17,NULL
743,27833,0,2020-04-17,2020-05-17,NULL
744,10718,2,2020-04-17,2021-04-17,NULL
745,23942,0,2020-04-17,2020-05-17,NULL
746,8973,2,2020-04-17,2021-04-17,NULL
747,11245,2,2020-04-17,2021-04-17,NULL
749,5178,2,2020-04-17,2021-04-17,NULL
750,7678,2,2020-04-17,2021-04-17,NULL
751,7539,0,2020-04-17,2020-05-17,NULL
752,1028,2,2020-04-17,2021-04-17,NULL
753,3974,2,2020-04-17,2021-04-17,NULL
754,6376,2,2020-04-17,2021-04-17,NULL
755,25992,2,2020-04-17,2021-04-17,NULL
756,1235,2,2020-04-17,2021-04-17,NULL
757,58539,2,2020-04-17,2021-04-17,NULL
758,27847,2,2020-04-17,2021-04-17,NULL
759,39132,0,2020-04-17,2020-05-17,NULL
760,5297,2,2020-04-17,2021-04-17,NULL
761,5749,2,2020-04-17,2021-04-17,NULL
762,13644,2,2020-04-17,2021-04-17,NULL
763,6788,2,2020-04-17,2021-04-17,NULL
764,25151,0,2020-04-17,2020-05-17,NULL
765,1799,2,2020-04-17,2021-04-17,NULL
766,2996,2,2020-04-17,2021-04-17,NULL
767,7306,2,2020-04-17,2021-04-17,NULL
768,65354,2,2020-04-17,2021-04-17,NULL
769,9513,2,2020-04-17,2021-04-17,NULL
770,10285,2,2020-04-17,2021-04-17,NULL
771,2271,2,2020-04-17,2021-04-17,NULL
772,9658,2,2020-04-17,2021-04-17,NULL
773,8494,2,2020-04-17,2021-04-17,NULL
774,17050,2,2020-04-17,2021-04-17,NULL
775,32583,0,2020-04-17,2020-05-17,NULL
776,106259,2,2020-04-17,2021-04-17,NULL
778,16914,2,2020-04-17,2021-04-17,NULL
779,10243,0,2020-04-17,2020-05-17,NULL
780,1747,2,2020-04-18,2021-04-18,NULL
781,9552,2,2020-04-18,2021-04-18,NULL
782,7540,2,2020-04-18,2021-04-18,NULL
783,16751,2,2020-04-18,2021-04-18,NULL
784,10856,2,2020-04-18,2021-04-18,NULL
785,9952,0,2020-04-18,2020-05-18,NULL
786,11215,2,2020-04-18,2021-04-18,NULL
787,18980,0,2020-04-18,2020-05-18,NULL
788,19268,2,2020-04-18,2021-04-18,NULL
789,104569,2,2020-04-18,2021-04-18,NULL
790,13383,2,2020-04-18,2021-04-18,NULL
791,19074,2,2020-04-18,2021-04-18,NULL
792,9070,2,2020-04-18,2021-04-18,NULL
793,38706,0,2020-04-18,2020-05-18,NULL
794,3425,2,2020-04-18,2021-04-18,NULL
795,4042,2,2020-04-18,2021-04-18,NULL
796,5186,2,2020-04-18,2021-04-18,NULL
797,7893,0,2020-04-18,2020-05-18,NULL
798,3860,0,2020-04-18,2020-05-18,NULL
799,2004,2,2020-04-18,2021-04-18,NULL
800,6643,0,2020-04-18,2020-05-18,NULL
801,23606,0,2020-04-18,2020-05-18,NULL
802,10658,2,2020-04-18,2021-04-18,NULL
803,135381,0,2020-04-18,2020-05-18,NULL
804,25211,0,2020-04-18,2020-05-18,NULL
805,23504,2,2020-04-18,2021-04-18,NULL
806,8967,2,2020-04-18,2021-04-18,NULL
807,10131,2,2020-04-18,2021-04-18,NULL
808,4318,2,2020-04-18,2021-04-18,NULL
809,21969,0,2020-04-18,2020-05-18,NULL
810,38382,2,2020-04-18,2021-04-18,NULL
811,11628,2,2020-04-18,2021-04-18,NULL
812,9018,2,2020-04-18,2021-04-18,NULL
813,2338,2,2020-04-18,2021-04-18,NULL
814,709,2,2020-04-18,2021-04-18,NULL
815,10966,2,2020-04-18,2021-04-18,NULL
816,3995,2,2020-04-18,2021-04-18,NULL
817,18286,2,2020-04-18,2021-04-18,NULL
818,37039,0,2020-04-18,2020-05-18,NULL
819,7062,2,2020-04-18,2021-04-18,NULL
820,3426,2,2020-04-18,2021-04-18,NULL
821,1369,2,2020-04-18,2021-04-18,NULL
822,24641,2,2020-04-18,2021-04-18,NULL
823,38066,2,2020-04-18,2021-04-18,NULL
824,2146,2,2020-04-18,2021-04-18,NULL
825,2589,2,2020-04-18,2021-04-18,NULL
826,8584,2,2020-04-18,2021-04-18,NULL
827,139328,2,2020-04-18,2021-04-18,NULL
828,6397,2,2020-04-18,2021-04-18,NULL
829,16414,2,2020-04-18,2021-04-18,NULL
830,1306,2,2020-04-18,2021-04-18,NULL
831,22691,0,2020-04-18,2020-05-18,NULL
832,9260,2,2020-04-18,2021-04-18,NULL
833,3583,2,2020-04-18,2021-04-18,NULL
834,21824,0,2020-04-18,2020-05-18,NULL
835,18620,2,2020-04-18,2021-04-18,NULL
836,6618,2,2020-04-18,2021-04-18,NULL
837,16259,2,2020-04-18,2021-04-18,NULL
838,10768,2,2020-04-18,2021-04-18,NULL
839,8005,2,2020-04-18,2021-04-18,NULL
840,34003,2,2020-04-18,2021-04-18,NULL
841,18123,2,2020-04-18,2021-04-18,NULL
842,6604,2,2020-04-18,2021-04-18,NULL
843,838,2,2020-04-19,2021-04-19,NULL
844,13961,0,2020-04-19,2020-05-19,NULL
845,13475,2,2020-04-19,2021-04-19,NULL
846,3513,2,2020-04-19,2021-04-19,NULL
847,2063,2,2020-04-19,2021-04-19,NULL
848,2094,2,2020-04-19,2021-04-19,NULL
849,6560,2,2020-04-19,2021-04-19,NULL
850,30719,2,2020-04-19,2021-04-19,NULL
851,15318,2,2020-04-19,2021-04-19,NULL
852,26306,0,2020-04-19,2020-05-19,NULL
853,3539,2,2020-04-19,2021-04-19,NULL
854,18732,0,2020-04-19,2020-05-19,NULL
855,8031,2,2020-04-19,2021-04-19,NULL
856,38637,2,2020-04-19,2021-04-19,NULL
857,13602,2,2020-04-19,2021-04-19,NULL
858,8478,2,2020-04-19,2021-04-19,NULL
859,26301,0,2020-04-19,2020-05-19,NULL
860,4230,2,2020-04-19,2021-04-19,NULL
861,5167,2,2020-04-19,2021-04-19,NULL
862,5299,2,2020-04-19,2021-04-19,NULL
863,21966,0,2020-04-19,2020-05-19,NULL
864,28074,0,2020-04-19,2020-05-19,NULL
865,12774,0,2020-04-19,2020-05-19,NULL
866,17747,2,2020-04-19,2021-04-19,NULL
867,30880,2,2020-04-19,2021-04-19,NULL
868,2688,2,2020-04-19,2021-04-19,NULL
869,5834,2,2020-04-19,2021-04-19,NULL
870,25622,0,2020-04-19,2020-05-19,NULL
871,3611,2,2020-04-19,2021-04-19,NULL
872,4464,2,2020-04-19,2021-04-19,NULL
873,36460,2,2020-04-19,2021-04-19,NULL
874,27022,0,2020-04-19,2020-05-19,NULL
875,21149,2,2020-04-19,2021-04-19,NULL
876,36992,0,2020-04-19,2020-05-19,NULL
878,3916,2,2020-04-19,2021-04-19,NULL
879,47907,2,2020-04-19,2021-04-19,NULL
880,37266,2,2020-04-19,2021-04-19,NULL
881,36056,2,2020-04-19,2021-04-19,NULL
882,7560,2,2020-04-19,2021-04-19,NULL
883,40499,2,2020-04-19,2021-04-19,NULL
884,30426,2,2020-04-19,2021-04-19,NULL
885,23661,2,2020-04-19,2021-04-19,NULL
886,2073,2,2020-04-19,2021-04-19,NULL
887,20267,2,2020-04-19,2021-04-19,NULL
888,27889,0,2020-04-19,2020-05-19,NULL
889,5877,2,2020-04-19,2021-04-19,NULL
890,20294,2,2020-04-19,2021-04-19,NULL
891,37092,2,2020-04-19,2021-04-19,NULL
892,82250,2,2020-04-19,2021-04-19,NULL
893,14286,2,2020-04-19,2021-04-19,NULL
894,26008,0,2020-04-19,2020-05-19,NULL
895,4922,2,2020-04-19,2021-04-19,NULL
896,15819,2,2020-04-19,2021-04-19,NULL
897,11910,0,2020-04-19,2020-05-19,NULL
898,25559,2,2020-04-19,2021-04-19,NULL
899,10690,2,2020-04-19,2021-04-19,NULL
900,1587,2,2020-04-19,2021-04-19,NULL
901,11178,2,2020-04-19,2021-04-19,NULL
902,9521,2,2020-04-19,2021-04-19,NULL
903,31042,2,2020-04-19,2021-04-19,NULL
904,1861,2,2020-04-19,2021-04-19,NULL
905,9108,2,2020-04-19,2021-04-19,NULL
906,11950,2,2020-04-20,2021-04-20,NULL
907,7182,2,2020-04-20,2021-04-20,NULL
908,1424,2,2020-04-20,2021-04-20,NULL
909,6901,2,2020-04-20,2021-04-20,NULL
910,1119,2,2020-04-20,2021-04-20,NULL
911,1142,2,2020-04-20,2021-04-20,NULL
912,7350,2,2020-04-20,2021-04-20,NULL
913,4575,2,2020-04-20,2021-04-20,NULL
914,1421,2,2020-04-20,2021-04-20,NULL
915,23927,2,2020-04-20,2021-04-20,NULL
916,19584,2,2020-04-20,2021-04-20,NULL
917,14429,2,2020-04-20,2021-04-20,NULL
918,32553,0,2020-04-20,2020-05-20,NULL
919,14491,2,2020-04-20,2021-04-20,NULL
920,4395,2,2020-04-20,2021-04-20,NULL
921,16468,2,2020-04-20,2021-04-20,NULL
922,9114,2,2020-04-20,2021-04-20,NULL
923,14303,0,2020-04-20,2020-05-20,NULL
924,3034,2,2020-04-20,2021-04-20,NULL
925,36043,2,2020-04-20,2021-04-20,NULL
926,1459,2,2020-04-20,2021-04-20,NULL
927,19261,0,2020-04-20,2020-05-20,NULL
928,3326,2,2020-04-20,2021-04-20,NULL
929,6728,2,2020-04-20,2021-04-20,NULL
930,10735,2,2020-04-20,2021-04-20,NULL
931,3708,2,2020-04-20,2021-04-20,NULL
932,1864,2,2020-04-20,2021-04-20,NULL
933,7037,2,2020-04-20,2021-04-20,NULL
934,36448,2,2020-04-20,2021-04-20,NULL
935,7275,2,2020-04-20,2021-04-20,NULL
936,15028,2,2020-04-20,2021-04-20,NULL
937,21697,2,2020-04-20,2021-04-20,NULL
938,11227,2,2020-04-20,2021-04-20,NULL
939,8002,2,2020-04-20,2021-04-20,NULL
940,17428,0,2020-04-20,2020-05-20,NULL
941,1848,0,2020-04-20,2020-05-20,NULL
942,1988,2,2020-04-20,2021-04-20,NULL
943,35147,2,2020-04-20,2021-04-20,NULL
944,5199,2,2020-04-20,2021-04-20,NULL
945,12704,2,2020-04-20,2021-04-20,NULL
946,22476,2,2020-04-20,2021-04-20,NULL
947,9362,2,2020-04-20,2021-04-20,NULL
948,2018,2,2020-04-20,2021-04-20,NULL
949,36271,2,2020-04-20,2021-04-20,NULL
950,13360,0,2020-04-20,2020-05-20,NULL
951,4112,2,2020-04-20,2021-04-20,NULL
952,12363,2,2020-04-20,2021-04-20,NULL
953,8121,2,2020-04-20,2021-04-20,NULL
954,36166,2,2020-04-20,2021-04-20,NULL
955,2312,2,2020-04-20,2021-04-20,NULL
956,27153,0,2020-04-20,2020-05-20,NULL
957,23313,0,2020-04-20,2020-05-20,NULL
958,13350,2,2020-04-20,2021-04-20,NULL
959,14520,2,2020-04-20,2021-04-20,NULL
960,3714,2,2020-04-20,2021-04-20,NULL
961,952,2,2020-04-20,2021-04-20,NULL
962,1552,2,2020-04-20,2021-04-20,NULL
963,7568,2,2020-04-21,2021-04-21,NULL
964,1270,2,2020-04-21,2021-04-21,NULL
965,5334,2,2020-04-21,2021-04-21,NULL
966,14633,2,2020-04-21,2021-04-21,NULL
967,1852,2,2020-04-21,2021-04-21,NULL
968,11026,2,2020-04-21,2021-04-21,NULL
969,35846,0,2020-04-21,2020-05-21,NULL
970,11750,2,2020-04-21,2021-04-21,NULL
971,28490,0,2020-04-21,2020-05-21,NULL
972,7065,2,2020-04-21,2021-04-21,NULL
973,17851,2,2020-04-21,2021-04-21,NULL
974,2945,2,2020-04-21,2021-04-21,NULL
975,2512,2,2020-04-21,2021-04-21,NULL
976,12608,2,2020-04-21,2021-04-21,NULL
977,1033,2,2020-04-21,2021-04-21,NULL
978,26051,0,2020-04-21,2020-05-21,NULL
979,25401,0,2020-04-21,2020-05-21,NULL
980,9444,0,2020-04-21,2020-05-21,NULL
981,35762,2,2020-04-21,2021-04-21,NULL
982,33658,2,2020-04-21,2021-04-21,NULL
983,20118,2,2020-04-21,2021-04-21,NULL
984,5113,2,2020-04-21,2021-04-21,NULL
985,14173,0,2020-04-21,2020-05-21,NULL
986,7656,2,2020-04-21,2021-04-21,NULL
987,7512,2,2020-04-21,2021-04-21,NULL
988,19636,2,2020-04-21,2021-04-21,NULL
989,7512,2,2020-04-21,2021-04-21,NULL
991,24487,2,2020-04-21,2021-04-21,NULL
992,3248,2,2020-04-21,2021-04-21,NULL
993,5532,2,2020-04-21,2021-04-21,NULL
994,7179,2,2020-04-21,2021-04-21,NULL
995,113546,2,2020-04-21,2021-04-21,NULL
996,17971,2,2020-04-21,2021-04-21,NULL
997,2331,2,2020-04-21,2021-04-21,NULL
998,11768,2,2020-04-21,2021-04-21,NULL
999,142371,2,2020-04-21,2021-04-21,NULL
1000,4347,2,2020-04-21,2021-04-21,NULL
1001,2257,2,2020-04-21,2021-04-21,NULL
1002,42318,2,2020-04-21,2021-04-21,NULL
1003,11133,2,2020-04-21,2021-04-21,NULL
1004,930,2,2020-04-21,2021-04-21,NULL
1005,6669,2,2020-04-21,2021-04-21,NULL
1006,4683,2,2020-04-21,2021-04-21,NULL
1007,32573,2,2020-04-21,2021-04-21,NULL
1008,16358,2,2020-04-21,2021-04-21,NULL
1009,16358,2,2020-04-21,2021-04-21,NULL
1010,5430,2,2020-04-21,2021-04-21,NULL
1012,5669,2,2020-04-21,2021-04-21,NULL
1013,389,2,2020-04-21,2021-04-21,NULL
1014,13233,0,2020-04-21,2020-05-21,NULL
1015,53078,2,2020-04-21,2021-04-21,NULL
1016,5345,2,2020-04-21,2021-04-21,NULL
1017,10398,2,2020-04-21,2021-04-21,NULL
1018,42091,2,2020-04-21,2021-04-21,NULL
1019,22364,2,2020-04-21,2021-04-21,NULL
1020,52075,2,2020-04-21,2021-04-21,NULL
1021,41263,2,2020-04-21,2021-04-21,NULL
1022,6182,2,2020-04-21,2021-04-21,NULL
1023,7614,2,2020-04-21,2021-04-21,NULL
1024,4001,2,2020-04-21,2021-04-21,NULL
1025,782,2,2020-04-21,2021-04-21,NULL
1026,14470,2,2020-04-21,2021-04-21,NULL
1027,7745,2,2020-04-21,2021-04-21,NULL
1028,4665,2,2020-04-21,2021-04-21,NULL
1030,96920,2,2020-04-21,2021-04-21,NULL
1031,18719,2,2020-04-21,2021-04-21,NULL
1032,5574,2,2020-04-21,2021-04-21,NULL
1033,3365,2,2020-04-21,2021-04-21,NULL
1034,1866,2,2020-04-21,2021-04-21,NULL
1035,16169,0,2020-04-21,2020-05-21,NULL
1036,988,2,2020-04-21,2021-04-21,NULL
1037,6887,2,2020-04-21,2021-04-21,NULL
1038,6394,2,2020-04-22,2021-04-22,NULL
1039,15167,2,2020-04-22,2021-04-22,NULL
1040,20515,2,2020-04-22,2021-04-22,NULL
1041,22217,2,2020-04-22,2021-04-22,NULL
1042,5852,2,2020-04-22,2021-04-22,NULL
1043,3664,2,2020-04-22,2021-04-22,NULL
1044,54266,2,2020-04-22,2021-04-22,NULL
1045,12191,2,2020-04-22,2021-04-22,NULL
1046,19229,2,2020-04-22,2021-04-22,NULL
1047,4633,2,2020-04-22,2021-04-22,NULL
1048,2295,2,2020-04-22,2021-04-22,NULL
1049,14965,2,2020-04-22,2021-04-22,NULL
1050,1216,2,2020-04-22,2021-04-22,NULL
1051,956,2,2020-04-22,2021-04-22,NULL
1052,1125,2,2020-04-22,2021-04-22,NULL
1053,4991,2,2020-04-22,2021-04-22,NULL
1054,22253,0,2020-04-22,2020-05-22,NULL
1055,1379,2,2020-04-22,2021-04-22,NULL
1056,12926,2,2020-04-22,2021-04-22,NULL
1057,13989,2,2020-04-22,2021-04-22,NULL
1058,34981,2,2020-04-22,2021-04-22,NULL
1059,919,2,2020-04-22,2021-04-22,NULL
1060,5058,2,2020-04-22,2021-04-22,NULL
1061,9391,0,2020-04-22,2020-05-22,NULL
1062,12207,2,2020-04-22,2021-04-22,NULL
1063,27617,0,2020-04-22,2020-05-22,NULL
1064,1052,2,2020-04-22,2021-04-22,NULL
1065,12732,2,2020-04-22,2021-04-22,NULL
1066,10732,2,2020-04-22,2021-04-22,NULL
1067,10272,2,2020-04-22,2021-04-22,NULL
1068,3682,2,2020-04-22,2021-04-22,NULL
1069,8950,2,2020-04-22,2021-04-22,NULL
1070,16359,2,2020-04-22,2021-04-22,NULL
